read_id,barcode_id,sample_id,score,status,trimmed_seq,left_barcode_id,right_barcode_id,adapter_penalty,barcode_penalty,primer_penalty,layout_penalty,total_penalty,trim_start,trim_end
2507901449011_1_27_5_175352_23214_2_13.28,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_45_6_143005_55502_2_8.37,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_59_8_177468_19299_3_13.75,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_64_10_180231_17498_0_8.29,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_67_5_191938_5282_1_9.56,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_68_12_179051_16801_1_14.28,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_95_8_174053_22189_0_7.78,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_99_6_175997_20414_1_13.20,None_RB8,,-2,Pass,,,RB8,0,2,0.0,0,2,,
2507901449011_1_125_8_173341_22071_3_13.14,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_167_6_173333_22846_2_11.57,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_168_8_176266_22054_1_14.03,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_172_7_174387_23000_3_16.78,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_175_9_176810_21447_1_11.53,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_180_4_175220_22114_1_12.68,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_186_21_189641_5722_1_16.76,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_200_4_166440_28811_2_8.27,None_RB2,,-1,Pass,,,RB2,0,1,0.0,0,1,,
2507901449011_1_228_6_174326_22437_1_9.99,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_231_8_179795_20132_2_16.90,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_9_8_197842_5914_0_9.45,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_22_8_169546_31096_1_9.50,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_28_11_172520_27500_1_11.96,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_37_10_180497_22038_0_11.99,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_41_8_181388_22721_2_13.40,None_RB1,,-1,Pass,,,RB1,0,1,0.0,0,1,,
2507901449011_1_49_7_194402_6347_1_8.86,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_61_7_175883_25675_1_11.61,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_79_7_192529_8045_3_8.92,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_80_5_180766_22643_0_12.22,FB10_None,,-2,Pass,,FB10,,0,2,0.0,0,2,,
2507901449011_1_82_8_177072_27170_1_14.73,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_86_9_175931_26214_2_7.78,FB7_None,,-3,Pass,,FB7,,0,3,0.0,0,3,,
2507901449011_1_90_6_181889_19052_1_15.80,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_94_10_180689_21754_2_14.02,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_130_7_181787_21682_2_12.47,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_145_10_176542_23484_2_12.45,FB7_RB8,,0,Pass,,FB7,RB8,0,0,0.0,0,0,,
2507901449011_1_149_7_176559_24336_2_11.46,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_171_12_181291_22540_1_12.53,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_201_8_177139_22890_1_11.25,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_211_10_180452_21921_2_10.88,FB4_RB4,,0,Pass,,FB4,RB4,0,0,0.0,0,0,,
2507901449011_1_232_7_181215_18500_1_15.92,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_235_12_174928_26199_1_10.86,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_256_9_193322_7221_0_9.37,FB10_None,,-2,Pass,,FB10,,0,2,0.0,0,2,,
2507901449011_1_13_7_188533_20794_2_11.53,None_RB8,,-3,Pass,,,RB8,0,3,0.0,0,3,,
2507901449011_1_15_9_185021_23924_2_16.17,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_40_10_185791_19988_0_12.70,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_72_7_180727_25047_1_8.78,None_RB6,,-1,Pass,,,RB6,0,1,0.0,0,1,,
2507901449011_1_75_6_181637_23942_1_11.08,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_92_9_200530_5080_1_13.12,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_151_9_186607_21690_1_14.96,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_154_8_180891_24763_1_12.44,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_161_10_184203_21489_1_11.96,FB10_None,,-2,Pass,,FB10,,0,2,0.0,0,2,,
2507901449011_1_174_12_185778_20386_1_8.43,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_186_22_195383_11546_1_15.37,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_195_7_187493_21763_1_10.39,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_204_7_181857_27200_1_9.47,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_208_11_189342_20330_0_11.46,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_210_9_183388_21854_0_14.40,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_213_7_186143_23017_1_16.63,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_216_10_185872_19148_1_15.68,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_220_11_187157_20348_1_15.59,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_222_9_187731_19317_1_13.13,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_226_11_184692_23358_1_14.92,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_19_4_190433_20671_0_13.04,None_RB4,,-2,Pass,,,RB4,0,2,0.0,0,2,,
2507901449011_1_50_10_209239_5537_0_13.08,FB4_None,,-1,Pass,,FB4,,0,1,0.0,0,1,,
2507901449011_1_52_10_193170_19893_0_13.30,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_57_12_193411_18500_1_14.35,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_76_11_190382_21809_1_14.93,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_94_11_203612_9060_2_10.78,None_RB6,,-1,Pass,,,RB6,0,1,0.0,0,1,,
2507901449011_1_116_7_187711_25270_2_13.32,FB10_None,,-3,Pass,,FB10,,0,3,0.0,0,3,,
2507901449011_1_120_10_191372_21651_1_12.57,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_126_10_191255_20260_1_12.92,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_132_11_194983_16318_1_7.82,FB10_None,,-3,Pass,,FB10,,0,3,0.0,0,3,,
2507901449011_1_138_9_190570_21674_0_14.86,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_147_8_189022_21244_3_16.15,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_150_10_189178_20845_1_13.03,None_RB2,,-2,Pass,,,RB2,0,2,0.0,0,2,,
2507901449011_1_159_9_191610_21282_2_13.41,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_163_7_193024_21955_3_15.64,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_165_9_189877_22629_1_13.62,FB10_None,,-2,Pass,,FB10,,0,2,0.0,0,2,,
2507901449011_1_173_8_189791_20594_3_14.98,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_177_8_188256_22492_2_12.86,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_178_9_195193_19559_3_13.29,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_242_8_190188_20106_3_16.94,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_248_9_186177_26666_3_16.22,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_250_10_185211_27841_2_13.32,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_1_11_195256_23648_3_9.39,None_RB8,,-3,Pass,,,RB8,0,3,0.0,0,3,,
2507901449011_1_3_9_196019_19862_1_12.32,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_12_8_198441_20830_2_11.98,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_18_10_195339_20395_1_12.46,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_32_5_195039_21321_0_11.82,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_35_11_193031_23971_2_12.49,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_36_8_199954_19893_0_11.07,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_43_10_175636_42313_1_13.70,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_51_8_189858_27194_1_9.07,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_53_7_193279_22811_2_13.60,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_60_6_198501_21123_1_10.88,FB10_None,,-3,Pass,,FB10,,0,3,0.0,0,3,,
2507901449011_1_65_8_194848_21594_2_13.30,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_74_13_196593_18560_3_8.73,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_82_9_209749_9468_1_9.43,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_84_10_197923_18712_1_11.18,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_101_9_194378_22682_3_14.31,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_105_5_196623_20661_2_13.48,None_RB6,,-1,Pass,,,RB6,0,1,0.0,0,1,,
2507901449011_1_124_13_196145_21357_1_12.28,FB1_RB1,,0,Pass,,FB1,RB1,0,0,0.0,0,0,,
2507901449011_1_126_11_211875_5391_1_11.29,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_148_9_191706_27500_2_12.54,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_160_10_187945_27528_0_13.52,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_197_10_189505_30357_0_10.63,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_200_5_197558_20353_2_13.33,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_214_8_196811_22193_0_11.78,FB5_None,,-3,Pass,,FB5,,0,3,0.0,0,3,,
2507901449011_1_215_8_196006_21211_3_15.88,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_223_11_196978_22258_2_15.08,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_246_9_199004_20909_2_16.02,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_20_9_197335_23636_1_8.62,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_58_8_195788_26893_3_13.90,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_79_8_201391_23220_3_13.28,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_93_10_199292_18500_1_14.32,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_97_12_202427_22015_2_13.42,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_98_8_203223_18500_1_12.29,None_RB3,,-2,Pass,,,RB3,0,2,0.0,0,2,,
2507901449011_1_117_9_208470_13161_2_10.72,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_123_11_201389_23079_1_15.92,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_135_6_203140_20986_1_13.80,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_142_8_192404_27910_2_11.98,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_143_12_198865_24528_1_12.06,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_155_11_196092_26717_2_15.97,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_184_10_199416_21200_1_12.98,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_187_7_176710_45683_1_11.10,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_198_10_205524_19124_1_12.08,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_199_9_195692_27518_2_9.81,FB7_RB8,,0,Pass,,FB7,RB8,0,0,0.0,0,0,,
2507901449011_1_209_9_198655_25708_3_7.72,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_221_8_201262_22127_1_7.57,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_245_6_199321_22807_2_16.54,FB10_RB4,,0,Pass,,FB10,RB4,0,0,0.0,0,0,,
2507901449011_1_250_11_213144_9500_2_15.21,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_24_7_202966_23989_2_12.64,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_26_9_203317_21888_1_15.24,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_27_6_205063_23041_2_12.02,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_28_12_207784_21509_1_14.02,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_29_8_205891_22011_0_12.80,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_45_7_207210_21639_2_11.82,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_50_11_219318_9290_0_11.75,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_56_7_205405_22591_1_15.64,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_59_9_206073_20190_3_13.70,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_68_13_198770_29061_1_14.06,None_RB5,,-1,Pass,,,RB5,0,1,0.0,0,1,,
2507901449011_1_69_7_204354_21241_1_14.21,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_86_10_204269_24389_2_8.45,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_158_7_203486_21931_2_13.69,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_165_11_220464_7464_1_14.44,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_172_8_203644_23000_3_15.57,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_175_11_223118_5733_1_9.59,FB10_None,,-2,Pass,,FB10,,0,2,0.0,0,2,,
2507901449011_1_181_6_210149_18462_1_13.00,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_197_11_219936_5362_0_9.45,FB8_None,,-1,Pass,,FB8,,0,1,0.0,0,1,,
2507901449011_1_205_14_205851_20984_1_15.11,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_208_12_210099_19681_0_13.47,None_RB5,,-3,Pass,,,RB5,0,3,0.0,0,3,,
2507901449011_1_210_10_209004_19710_0_14.76,FB4_RB6,,0,Pass,,FB4,RB6,0,0,0.0,0,0,,
2507901449011_1_216_11_205308_19793_1_15.79,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_222_10_207359_20386_1_12.46,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_227_8_198585_27619_2_15.59,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_231_9_204606_25164_2_15.16,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_22_10_209059_21001_1_12.95,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_37_11_209136_24270_0_11.36,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_67_6_209399_24715_1_11.89,None_RB4,,-2,Pass,,,RB4,0,2,0.0,0,2,,
2507901449011_1_88_9_208046_21970_2_14.67,FB1_None,,-2,Pass,,FB1,,0,2,0.0,0,2,,
2507901449011_1_118_8_212145_19301_1_14.08,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_125_10_212749_22189_3_14.17,FB10_None,,-2,Pass,,FB10,,0,2,0.0,0,2,,
2507901449011_1_151_10_210380_20470_1_13.39,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
